property-title,rating,price,price_with_tax,link,Place Name,Latitude,Longitude,Average Rating,Average Price (WON),Link,Phone
,,,,,소희네해산물천국,33.4698424,126.9189166,,,,
,,,,,제주국제공항,33.5075434,126.4927496,,,,
,,,,,홍돈,33.4139794,126.2609106,,,,
,,,,,이익새양과점,33.407839,126.2658527,,,,
,,,,,제주공항,33.4995095,126.4982253,,,,
,,,,,달에물들다,33.5578779,126.7926562,,,,
,,,,,제주공항,33.5066887,126.492752,,,,
,,,,,태흥예술극장,33.2844467,126.7447028,,,,
,,,,,이익새양과점,33.4071274,126.2654162,,,,
,,,,,동행게스트하우스,33.4407225,126.2768652,,,,
,,,,,해송횟집,33.2390137,126.4427619,,,,
,,,,,우도짜장면집,33.5083039,126.9438775,,,,
,,,,,미즈허팜,33.2615183,126.3141053,,,,
,,,,,중문우체국수련원,33.252057,126.423405,,,,
,,,,,더베스트제주성산,33.4496092,126.9172658,,,,
,,,,,민트레스토랑(휘닉스제주),33.429159,126.9340499,,,,
,,,,,제주워터서커스,33.4240304,126.7438849,,,,
,,,,,캔디원,33.4713556,126.7077953,,,,
,,,,,제주예찬,33.4540482,126.4868955,,,,
,,,,,화북우체국수련원,33.5145716,126.5733667,,,,
,,,,,하나님의교회,33.5011766,126.5307169,,,,
,,,,,제주마당,33.4864377,126.4843412,,,,
,,,,,에밀리파크,33.5250303,126.6205531,,,,
,,,,,킹흑돼지,33.4928738,126.4876939,,,,
,,,,,공항,33.5063684,126.4926049,,,,
,,,,,코코마마,33.4610109,126.9343571,,,,
,,,,,공항,33.4973262,126.4902309,,,,
,,,,,제주대학교,33.455494,126.5631711,,,,
,,,,,제이바다호텔 (숙소4),33.5090125,126.4733721,,,,
,,,,,에이스렌터카,33.5030753,126.4823044,,,,
,,,,,옐로우스토어,33.4256063,126.657046,,,,
,,,,,함쉐프키친,33.2408791,126.4311109,,,,
,,,,,장수물식당,33.4918932,126.4985777,,,,
,,,,,애월해안도로드라이브,33.4544681,126.3240083,,,,
,,,,,제주공항,33.5069183,126.4928558,,,,
,,,,,하례감귤체험,33.2913003,126.6164989,,,,
,,,,,렌터카,33.4948379,126.456661,,,,
,,,,,소심한책방,33.496476,126.9004577,,,,
,,,,,공항,33.4868027,126.4887274,,,,
,,,,,R&T,33.5112218,126.5211729,,,,
,,,,,라마다앙코르 제주 성산 호텔,33.4496791,126.9170966,,,,
,,,,,이정의댁,33.2562784,126.4278442,,,,
,,,,,공항,33.4730528,126.4957748,,,,
,,,,,공항,33.5013929,126.4913137,,,,
,,,,,이호테우,33.4967181,126.4527866,,,,
,,,,,허브동산,33.3290151,126.8146053,,,,
,,,,,백록담제주특산품,33.4874315,126.6003005,,,,
,,,,,제주송정농원,33.4793716,126.5637618,,,,
,,,,,도착,33.4790011,126.5032831,,,,
,,,,,팜파스,33.4013834,126.7502283,,,,
,,,,,사려니,33.4223729,126.6284184,,,,
,,,,,협재해수욕장,33.3861712,126.2404281,,,,
,,,,,제주인의 밥상,33.2089693,126.2529361,,,,
,,,,,제주공항,33.5063372,126.4888791,,,,
,,,,,자매국수,33.5080343,126.5323446,,,,
,,,,,애월,33.4670851,126.3209037,,,,
,,,,,신혼하우스,33.5189676,126.4918178,,,,
,,,,,미도호스텔,33.2500407,126.5663639,,,,
,,,,,월정리해변,33.5557506,126.7968586,,,,
,,,,,미르하우스,33.5127378,126.5105947,,,,
,,,,,흑돼지브라더스,33.2881483,126.6510548,,,,
,,,,,비자림숲길,33.4844987,126.8071728,,,,
,,,,,제주공항,33.5066746,126.4932641,,,,
,,,,,근자c가게,33.5031721,126.897841,,,,
,,,,,성산일출봉,33.4604791,126.9345103,,,,
,,,,,sk디앤디가시리풍력발전소,33.3974075,126.7194699,,,,
,,,,,우도,33.5062201,126.9532957,,,,
,,,,,세연교,33.2374108,126.5597754,,,,
,,,,,제스토리기념품샷,33.2368074,126.5161055,,,,
,,,,,애월귀덕투명카약,33.4625844,126.3242815,,,,
,,,,,귀덕바다 애월투명카약,33.4405882,126.2845121,,,,
,,,,,방주교회,33.3046896,126.3841488,,,,
,,,,,이에스리조트,33.2845979,126.4561893,,,,
,,,,,이에스리조트,33.2834649,126.4551302,,,,
,,,,,사굴식당,33.5441321,126.7748379,,,,
,,,,,하례감귤농장,33.2904919,126.6170649,,,,
,,,,,AJ렌트카,33.5037196,126.50178,,,,
,,,,,흑돼지브라더스,33.2881483,126.6510548,,,,
,,,,,렌트카,33.5037524,126.5017069,,,,
,,,,,렌트카,33.5037524,126.5017069,,,,
,,,,,케렌시아,33.2529475,126.6255948,,,,
,,,,,케렌시아,33.2594955,126.6216151,,,,
,,,,,케렌시아,33.2494372,126.6191268,,,,
,,,,,케렌시아,33.2494372,126.6191268,,,,
,,,,,물뜰에쉼팡,33.4380018,126.2978419,,,,
,,,,,흑돼지브라더스,33.2881476,126.6509474,,,,
,,,,,쉼127(숙소1),33.4226129,126.2719884,,,,
,,,,,고투베드리조트 (숙소3),33.427313,126.8551061,,,,
,,,,,드르쿰다,33.4073344,126.7720012,,,,
,,,,,빨간머리몽게스트하우스,33.5280062,126.8696243,,,,
,,,,,공항,33.5075751,126.4877968,,,,
,,,,,제주라이트아트페스타,33.4868568,126.7070192,,,,
,,,,,이마트 신제주점,33.4849434,126.4803202,,,,
,,,,,한라바이크,33.5131617,126.5139896,,,,
,,,,,드럼통민박,33.3368951,126.1644788,,,,
,,,,,비자림,33.4813604,126.8049696,,,,
,,,,,제주공항,33.5067149,126.4930388,,,,
,,,,,제주여객터미널,33.5244905,126.5386402,,,,
,,,,,렌트카,33.5118454,126.5027379,,,,
,,,,,제주공항,33.5020412,126.494088,,,,
,,,,,이리오라게 펜션,33.2360817,126.3739927,,,,
,,,,,루마인펜션,33.4840734,126.9012897,,,,
,,,,,렌터카,33.5036622,126.5024643,,,,
,,,,,두빛나래리조트,33.2369694,126.2993254,,,,
,,,,,명월 국민학교,33.3887104,126.2648598,,,,
,,,,,제주혜윰펜션,33.2856112,126.5853983,,,,
,,,,,협재게스트하우스,33.3955307,126.2421325,,,,
,,,,,빛의 벙커,33.438586,126.8987699,,,,
,,,,,미음 펜션,33.3208805,126.2720862,,,,
,,,,,제주송정농원,33.4792777,126.5636945,,,,
,,,,,제주공항,33.5071444,126.4928507,,,,
,,,,,핀스크gc,33.3114473,126.3893936,,,,
,,,,,자매국수,33.5080995,126.5323415,,,,
,,,,,칠돈가,33.455888,126.9128627,,,,
,,,,,제주 베아툼,33.4853056,126.900568,,,,
,,,,,샹들리에펜션,33.3717623,126.2201567,,,,
,,,,,성산포 유람선,33.4730186,126.9345435,,,,
,,,,,우리봉식당,33.4621752,126.934195,,,,
,,,,,더 스테이 센츄리 호텔,33.4848135,126.408924,,,,
,,,,,제주공항,33.4913732,126.4914299,,,,
,,,,,제주공항,33.507062,126.4956836,,,,
,,,,,대월회관,33.5414961,126.6732186,,,,
,,,,,요리하는목수,33.4802781,126.3734388,,,,
,,,,,제주공항,33.5054469,126.4936782,,,,
,,,,,휘닉스파크 ,33.4259388,126.9344144,,,,
,,,,,저지오름경유,33.3345172,126.2485094,,,,
,,,,,수월봉,33.294053,126.163396,,,,
,,,,,성산일출봉부근 조식,33.4648518,126.9220059,,,,
,,,,,주상절리,33.2329009,126.4335231,,,,
,,,,,중식(중문): 식당,33.2487877,126.4259415,,,,
,,,,,공항도착,33.5070424,126.4927965,,,,
,,,,,돌문화 박물관,33.448263,126.6606545,,,,
,,,,,제주동문시장,33.5122275,126.5266949,,,,
,,,,,성산일출봉부근 ,33.4681589,126.9344159,,,,
,,,,,신창해안도로,33.3429876,126.1724064,,,,
,,,,,바다를본돼지,33.3656532,126.1978423,,,,
,,,,," ""마노르블랑""  ",33.2525707,126.2945406,,,,
,,,,,용머리해안,33.231422,126.3138565,,,,
,,,,,제주항,33.5036427,126.4925553,,,,
,,,,,휘닉스파크 (섭지코지),33.4299786,126.9279062,,,,
,,,,,칠돈가,33.5023365,126.5107243,,,,
,,,,,방주교회,33.3049528,126.3874391,,,,
,,,,,칠돈가,33.5023252,126.5107485,,,,
,,,,,KD렌트카,33.4944503,126.4660645,,,,
,,,,,로봇,33.5533081,126.7685868,,,,
,,,,,우도여행,33.499641,126.9667392,,,,
,,,,,느링느링 스테이,33.3643478,126.8309293,,,,
,,,,,제주 AJ렌터카,33.5039718,126.5020775,,,,
,,,,,커큐민흑돼지,33.4497583,126.9211907,,,,
,,,,,제주도 애월 파티하는 오누 민박,33.4628523,126.3140636,,,,
,,,,,공항,33.5044414,126.4928285,,,,
,,,,,서귀포호텔,33.2728497,126.3944785,,,,
,,,,,드럼,33.3364885,126.1648458,,,,
,,,,,여기,33.3364885,126.1648458,,,,
,,,,,바다향기펜션,33.5548682,126.8000089,,,,
,,,,,제주국제공항,33.5065286,126.4930853,,,,
,,,,,호텔 엠씨씨,33.4416807,126.9189051,,,,
,,,,,제주하버호텔,33.5176765,126.5382697,,,,
,,,,,자매국수 노형점,33.4877899,126.4783773,,,,
,,,,,애월늘,33.4407708,126.3301368,,,,
,,,,,신창풍차해안도로,33.3427243,126.1721142,,,,
,,,,,베롱베롱구운호떡,33.526915,126.8554225,,,,
,,,,,말이소,33.5546105,126.8244861,,,,
,,,,,제주관광공사,33.486196,126.4991648,,,,
,,,,,마구로쇼쿠도,33.4961785,126.5362266,,,,
,,,,,제주국제공항,33.5060052,126.492676,,,,
,,,,,kj풍경마을펜션,33.4760154,126.3626712,,,,
,,,,,더퍼스트70호텔,33.2470053,126.5668365,,,,
,,,,,제주공항,33.5064253,126.4923087,,,,
,,,,,설빙,33.4980199,126.5298954,,,,
,,,,,태국정통타이왓포,33.4902553,126.4930144,,,,
,,,,,금악리건강증진센터,33.3566152,126.2969067,,,,
,,,,,구이사이,33.4721622,126.3685204,,,,
,,,,,tortuga,33.4428146,126.2899338,,,,
,,,,,제주공항,33.505527,126.493959,,,,
,,,,,카페두두,33.5102376,126.4812444,,,,
,,,,,아트하우스두드림,33.3969914,126.2637114,,,,
,,,,,송정농원(감귤따기체험),33.4794677,126.564111,,,,
,,,,,보말과비바리(보말칼국수),33.5175133,126.5739616,,,,
,,,,,난드르깡통구이,33.4026804,126.9026452,,,,
,,,,,보롬코지펜션,33.5592334,126.7926067,,,,
,,,,,공항,33.5010598,126.498386,,,,
,,,,,제주 호텔 알레그리아,33.2430316,126.5645394,,,,
,,,,,오월의 꽃,33.3197905,126.2673796,,,,
,,,,,어머니횟집,33.2561036,126.4257245,,,,
,,,,,제주오션파크,33.4722295,126.916166,,,,
,,,,,해룡펜션,33.4655308,126.935412,,,,
,,,,,해녀촌,33.5534744,126.7098908,,,,
,,,,,자매국수,33.4877917,126.4783362,,,,
,,,,,이루후제,33.2596296,126.6302693,,,,
,,,,,렌터카,33.499615,126.4846701,,,,
,,,,,공항도착,33.484019,126.4956482,,,,
,,,,,제주공항,33.5022986,126.4964887,,,,
,,,,,칠돈가,33.5023019,126.5107548,,,,
,,,,,숙소)아띠랑스,33.4776494,126.9092152,,,,
,,,,,제주도착,33.5052547,126.4930818,,,,
,,,,,종달리마을,33.4932782,126.8987172,,,,
,,,,,(숙소)w728,33.5581069,126.7941295,,,,
,,,,,바닷가펜션,33.2121135,126.2921245,,,,
,,,,,홍대부부,33.3938346,126.2415509,,,,
,,,,,국수앤 백사장회센터,33.3262445,126.8442301,,,,
,,,,,비자숲길15,33.4954047,126.8123861,,,,
,,,,,리치유클래시아,33.4602137,126.9294619,,,,
,,,,,제주엔젤렌트카,33.496312,126.4929844,,,,
,,,,,제주공항,33.502494,126.4961239,,,,
,,,,,자매국수,33.5080438,126.5323504,,,,
,,,,,마리스테라 103동,33.4624365,126.3449193,,,,
,,,,,가람돌솥밥,33.239997,126.4037912,,,,
,,,,,우도등대공원,33.4909403,126.965466,,,,
,,,,,뱃도새기,33.2552498,126.5794845,,,,
,,,,,산굼부리,33.4341209,126.6888261,,,,
,,,,,제주 국제공항,33.4967811,126.4920561,,,,
,,,,,제주국제공항,33.5046783,126.4949963,,,,
,,,,,제주하늘을날다,33.3563331,126.2964744,,,,
,,,,,케니스토리 인 서귀포,33.2499386,126.564996,,,,
,,,,,연리지가든,33.3450493,126.2024304,,,,
,,,,,자매국수,33.4877917,126.4783362,,,,
,,,,,우진해장국,33.5030177,126.4966346,,,,
,,,,,제주공항,33.5068359,126.493,,,,
,,,,,자매국수,33.4914834,126.497306,,,,
,,,,,사이프러스 골프텔,33.4151689,126.7444024,,,,
,,,,,제주공항,33.5068586,126.4928437,,,,
,,,,,롯데마트 제주점,33.482414,126.4825268,,,,
,,,,,김포공항,37.5538307,126.8020876,,,,
,,,,,제주도착,33.5057495,126.4936232,,,,
,,,,,제주공항,33.5054751,126.4932472,,,,
,,,,,천짓골 식당 흑돼지수육,33.2482375,126.5613412,,,,
,,,,,제주공항,33.5033158,126.4968805,,,,
,,,,,할머니집,33.5123392,126.5315089,,,,
,,,,,제주항,33.5244773,126.5446291,,,,
,,,,,제주공항,33.4983461,126.4885932,,,,
,,,,,속골 할망라면,33.2405057,126.5262551,,,,
,,,,,제주공항,33.5064427,126.4929777,,,,
,,,,,복자씨네 연탄구이,33.5404501,126.6791704,,,,
,,,,,리치망고 애월본점,33.4685091,126.3402582,,,,
,,,,,삼다수공장견학,33.4211606,126.6725679,,,,
,,,,,제주국제공항,33.5066797,126.493018,,,,
,,,,,제주국제공항,33.5066801,126.4930611,,,,
,,,,,제주양떼목장,33.4111694,126.365266,,,,
,,,,,공항,33.499339,126.4971249,,,,
,,,,,아우룸펜션,33.2378378,126.6078257,,,,
,,,,,운진항,33.2095018,126.2566525,,,,
,,,,,리썸팬션,33.2755361,126.1722979,,,,
,,,,,베스트웨스턴호텔,33.4877074,126.4819088,,,,
,,,,,공항,33.5068531,126.4929918,,,,
,,,,,청주공항,36.7134888,127.4950216,,,,
,,,,,제주공항,33.5031365,126.4920686,,,,
,,,,,노블베베,33.4939912,126.4730083,,,,
,,,,,두그루 하우스,33.241599,126.3322928,,,,
,,,,,클랭블루,33.3448782,126.1772664,,,,
,,,,,제주4.3평화공원,33.4516335,126.6191197,,,,
,,,,,보말명가,33.466847,126.9306738,,,,
,,,,,새우리 성산점,33.4326849,126.9150621,,,,
,,,,,제주공항,33.499386,126.4894147,,,,
,,,,,윈스토리호텔,33.2477007,126.5575102,,,,
,,,,,꺼멍목장,33.2429291,126.4545798,,,,
,,,,,sk렌트카 셔틀버스,33.5040538,126.4924299,,,,
,,,,,옛마을펜션,33.2503704,126.5816304,,,,
,,,,,더로맨틱 내 생에 가장 아름다운 날들,33.4370702,126.6755946,,,,
,,,,,피규어뮤지엄,33.3319209,126.363306,,,,
,,,,,티아일랜드(숙소),33.2335586,126.5116295,,,,
,,,,,새우조나단,33.5425888,126.665175,,,,
,,,,,제주공항,33.5067355,126.4927934,,,,
,,,,,제주워터서커스,33.4233919,126.7436454,,,,
,,,,,제주공항,33.5060653,126.4930682,,,,
,,,,,소금바치 순이네,33.5035986,126.9126794,,,,
,,,,,랜딩커피,33.4351966,126.918853,,,,
,,,,,육고깃집,33.4119015,126.2649292,,,,
,,,,,협재45m,33.3973252,126.2434584,,,,
,,,,,알프스승마장포니,33.3984902,126.8027855,,,,
,,,,,무거버거,33.5489023,126.6549363,,,,
,,,,,최남단체럼감귤농장,33.2897637,126.693919,,,,
,,,,,독채펜션,33.4526893,126.3417242,,,,
,,,,,할로비치,33.3111122,126.2800088,,,,
,,,,,제주시청서문떡볶이,33.5001183,126.5290124,,,,
,,,,,하효항(트릭아트 포토존),33.2492664,126.6210915,,,,
,,,,,데이즈호텔,33.2492761,126.5674376,,,,
,,,,,제주국제공항,33.5052889,126.4905795,,,,
,,,,,늘푸른농원(연리지가든),33.3444147,126.2026145,,,,
,,,,,하이엔드 제주,33.4626811,126.3094215,,,,
,,,,,성원식당,33.2097954,126.2915121,,,,
,,,,,제주공항,33.5073091,126.4961355,,,,
,,,,,제주공항,33.5007868,126.4959283,,,,
,,,,,해든,33.5062214,126.4701133,,,,
,,,,,공항,33.5058047,126.4936741,,,,
,,,,,마라도여객선,33.2059129,126.2913572,,,,
,,,,,제주43평화공원,33.4514547,126.6191461,,,,
,,,,,바다속고등어쌈밥,33.4842718,126.406797,,,,
,,,,,거문오름,33.4567707,126.7156406,,,,
,,,,,협재해수욕장,33.3942943,126.239933,,,,
,,,,,공룡랜드,33.4418847,126.4336582,,,,
,,,,,항몽유적지,33.4525565,126.4080064,,,,
,,,,,제주공항,33.5019837,126.4944073,,,,
,,,,,제주공항,33.5066793,126.4929749,,,,
,,,,,제주봄뮤지엄스테이,33.2502623,126.5872856,,,,
,,,,,숙소,33.3946871,126.2582329,,,,
,,,,,버거킹 이마트신제주점,33.4769512,126.4754054,,,,
,,,,,한림칠돈가,33.4072821,126.2615733,,,,
,,,,,돈드림,33.5442264,126.6728756,,,,
,,,,,천짓골식당,33.2482274,126.561346,,,,
,,,,,제주공항,33.5067682,126.490769,,,,
,,,,,마니펜션,33.4989358,126.7567075,,,,
,,,,,마라도가는여객선,33.2071072,126.2905232,,,,
,,,,,그마니네,33.4891271,126.4189683,,,,
,,,,,임금님밥상,33.4849105,126.4609049,,,,
,,,,,참녀네집,33.5599918,126.7299613,,,,
,,,,,홋카이도,33.4857841,126.4846827,,,,
,,,,,도민상회본점,33.4133009,126.2602732,,,,
,,,,,이너프,33.4560147,126.4189888,,,,
,,,,,금능샌드,33.3891868,126.2324889,,,,
,,,,,컴퍼트리호텔,33.4528965,126.4489561,,,,
,,,,,랜트카,33.500188,126.4897726,,,,
,,,,,이마트,33.4847783,126.4803986,,,,
,,,,,스킨스쿠버,33.2591856,126.6394506,,,,
,,,,,쏘카,33.5048729,126.4970976,,,,
,,,,,공항,33.5006884,126.4926998,,,,
,,,,,제주다모르펜션,33.464535,126.911057,,,,
,,,,,마트로,33.5168809,126.5254575,,,,
,,,,,제주 연안여객터미널,33.5195072,126.5350026,,,,
,,,,,우도천진항,33.4916783,126.9503296,,,,
,,,,,비양도 승마,33.5145181,126.9671223,,,,
,,,,,유어카K 1899-3568,33.5008601,126.4787512,,,,
,,,,,엉덩물,33.4908866,126.4949134,,,,
,,,,,공항,33.4999323,126.4984033,,,,
,,,,,빛의 벙커,33.4409821,126.9002698,,,,
,,,,,제주항 도착,33.5254874,126.5437826,,,,
,,,,,선경 오피스텔 (숙소),33.248675,126.5696077,,,,
,,,,,제주항 국제터미널,33.5258555,126.5438908,,,,
,,,,,선경 오피스텔 (숙소),33.2486256,126.5696377,,,,
,,,,,올래국수,33.4914987,126.4973094,,,,
,,,,,제주에 가면 (해물 칼국수 13.000),33.5147202,126.5180032,,,,
,,,,,제주아로마돔나이트,33.4849124,126.4916956,,,,
,,,,,제주OK렌터카,33.5035982,126.5030213,,,,
,,,,,제주대명샤인빌리조트,33.3053755,126.7921334,,,,
,,,,,제주막창,33.2494857,126.5656297,,,,
,,,,,중문국수마을,33.2506241,126.4247003,,,,
,,,,,성이시돌목장,33.3469099,126.3273651,,,,
,,,,,이익새양과자점,33.40782,126.2656602,,,,
,,,,,제주국제공항,33.5037705,126.4926641,,,,
,,,,,대명콘도,33.3049414,126.7930167,,,,
,,,,,제주 수련원,33.4509867,126.3070133,,,,
,,,,,크리스마스리조트,33.5090804,126.8997141,,,,
,,,,,제주조각공원,33.2551512,126.3214646,,,,
,,,,,종달아이니,33.493166,126.8997351,,,,
,,,,,버터모닝,33.4642424,126.4229936,,,,
,,,,,돌카롱,33.5092626,126.5095574,,,,
,,,,,오막집국수,33.5188836,126.4980019,,,,
,,,,,g-stay,33.3831818,126.2503815,,,,
,,,,,제주사랑렌트카,33.4857331,126.5023055,,,,
,,,,,곽지해수욕장,33.4511221,126.305467,,,,
,,,,,신화워터파크,33.3003397,126.310156,,,,
,,,,,항공우주박물관,33.3042255,126.3000669,,,,
,,,,,마라도,33.1220261,126.2701723,,,,
,,,,,다이나믹메이즈,33.3990554,126.7854426,,,,
,,,,,유리의성,33.3147643,126.274476,,,,
,,,,,놀멘,33.4624613,126.3101576,,,,
,,,,,숙소,33.2730985,126.6657905,,,,
,,,,,추말례 천연염색,33.3067597,126.2155728,,,,
,,,,,갈치어장,33.3263109,126.845065,,,,
,,,,,우도검멀래해수욕장,33.4967868,126.9672386,,,,
,,,,,효섬마을초가집,33.4656592,126.6114282,,,,
,,,,,아루미호텔,33.2585486,126.4139527,,,,
,,,,,다미안제과점,33.2609039,126.5882194,,,,
,,,,,제주마당(통갈치),33.4864381,126.4843724,,,,
,,,,,공항,33.5030656,126.4954283,,,,
,,,,,제주시새우리,33.5146407,126.5204774,,,,
,,,,,제주돗,33.3329658,126.2309207,,,,
,,,,,조랑말타운,33.4071123,126.7732639,,,,
,,,,,속소,33.5267711,126.6960602,,,,
,,,,,해군호텔,33.4423231,126.4442051,,,,
,,,,,제주여객터미널,33.5265622,126.5438488,,,,
,,,,,제주국제공항,33.5042493,126.4933476,,,,
,,,,,자매국수,33.5085488,126.5326157,,,,
,,,,,일출다담팬션,33.4616819,126.9341535,,,,
,,,,,오션블루호텔,33.2388536,126.4304425,,,,
,,,,,버드나무집,33.5414599,126.6674384,,,,
,,,,,롯데오토렌트카,33.5090346,126.5030555,,,,
,,,,,사려니숲길(붉은오름방면),33.3971445,126.6849058,,,,
,,,,,자매국수,33.4878087,126.4783894,,,,
,,,,,대포어촌횟집,33.2385948,126.4311064,,,,
,,,,,성산카베츠,33.4611116,126.9338836,,,,
,,,,,충민정,33.5024619,126.513159,,,,
,,,,,섭지코지,33.4216966,126.936415,,,,
,,,,,캐니스토리 호텔,33.4922239,126.4905642,,,,
,,,,,제주국제공항,33.4961269,126.4996421,,,,
,,,,,제주공항,33.4856355,126.4942519,,,,
,,,,,제주공항,33.4947198,126.4955247,,,,
,,,,,북수구 공영주차장,33.5146623,126.5280413,,,,
,,,,,골든튤립호텔,33.451672,126.9189633,,,,
,,,,,별돈별,33.3086245,126.1801613,,,,
,,,,,아트스테이함덕점,33.5452461,126.652068,,,,
,,,,,갱이네보말칼국수,33.4926703,126.5280584,,,,
,,,,,제주김만복 본점,33.496979,126.5089617,,,,
,,,,,제주국제공항,33.506918,126.4927353,,,,
,,,,,11,33.5073258,126.4926229,,,,
,,,,,1,33.5432847,126.6714316,,,,
,,,,,당케올레국수,33.3252602,126.8431319,,,,
,,,,,용두암,33.515749,126.5119391,,,,
,,,,,만장굴,33.5280492,126.7709083,,,,
,,,,,김녕 해안도로,33.5577677,126.7595822,,,,
,,,,,미로공원,33.4876643,126.801702,,,,
,,,,,가람돌솥밥,33.2495663,126.4313129,,,,
,,,,,김만복김밥 애월점,33.4675366,126.3388382,,,,
,,,,,터닝포인트 제주호텔,33.3729092,126.872412,,,,
,,,,,공항,33.4974327,126.4898439,,,,
,,,,,클랭블루,33.3448636,126.1772669,,,,
,,,,,숙소,33.4453182,126.4250357,,,,
,,,,,중문카트,33.2641367,126.3945174,,,,
,,,,,마가리따은혜씨,33.4610626,126.9343146,,,,
,,,,,제주공항,33.5068723,126.4926582,,,,
,,,,,용두암해촌,33.5169619,126.5026428,,,,
,,,,,비스타 케이 호텔 월드컵,33.2518972,126.5097284,,,,
,,,,,영락리 낚시 포인트,33.24707,126.2024675,,,,
,,,,,산도롱맨도롱,33.4968007,126.9102759,,,,
,,,,,숙소,33.4129922,126.2788385,,,,
,,,,,카페 파라토도스,33.3894352,126.2321008,,,,
,,,,,다붓,33.4478179,126.8800778,,,,
,,,,,산도롱맨도롱,33.4968007,126.9102759,,,,
,,,,,카페 행온,33.5521246,126.8114575,,,,
,,,,,제주김만복 성산점,33.4601355,126.9294988,,,,
,,,,,윈스토리 호텔,33.2475859,126.5575865,,,,
,,,,,근고기,33.531394,126.6286366,,,,
,,,,,소드래,33.5040463,126.5367173,,,,
,,,,,봉순이네흑돼지,33.271761,126.2786634,,,,
,,,,,제주공항,33.4995564,126.4954688,,,,
,,,,,올레마당,33.2331353,126.3088421,,,,
,,,,,동문시장,33.5122133,126.5267141,,,,
,,,,,제주국제공항,33.5068775,126.4929511,,,,
,,,,,AJ렌터카,33.5054302,126.496308,,,,
,,,,,"아쿠아플라넷(1시,3시 공연)",33.4325536,126.9280359,,,,
,,,,,밥,33.4360968,126.9190944,,,,
,,,,,섭지코지,33.4236359,126.930813,,,,
,,,,,숙박,33.4344516,126.9044804,,,,
,,,,,커피박물관(예매할것),33.4397326,126.8990692,,,,
,,,,,올레시장,33.2490534,126.562901,,,,
,,,,,용머리해안,33.231554,126.314721,,,,
,,,,,올인촬영지(노을보기),33.1959488,126.2901218,,,,
,,,,,숙소,33.3790966,126.2504074,,,,
,,,,,협재해수욕장,33.3934464,126.2393269,,,,
,,,,,저지예술인마을,33.3386365,126.2666736,,,,
,,,,,호텔,33.5173175,126.527426,,,,
,,,,,스파밸리스,33.4950065,126.6233306,,,,
,,,,,제주공항,33.506825,126.4931455,,,,
,,,,,렌트카,33.5107557,126.5150989,,,,
,,,,,맨도롱또 칼국수,33.5058259,126.5284159,,,,
,,,,,제주 라프,33.487967,126.7068684,,,,
,,,,,옛날옛적,33.4142493,126.900042,,,,
,,,,,제주랜드,33.4123872,126.833004,,,,
,,,,,연화지,33.4546072,126.3473558,,,,
,,,,,김녕해녀촌,33.5581148,126.7550334,,,,
,,,,,쪼글락 카페,33.5577687,126.7552995,,,,
,,,,,손맛촌 갈치조림,33.4372755,126.6774517,,,,
,,,,,워터서커스,33.4242308,126.7434361,,,,
,,,,,해조대펜션,33.3696133,126.2355487,,,,
,,,,,협재칼국수,33.3967507,126.2445174,,,,
,,,,,호림식당,33.2392677,126.5643907,,,,
,,,,,드림교회,33.3065961,126.3459717,,,,
,,,,,도민상회,33.5548976,126.8000703,,,,
,,,,,알루하우스,33.4128566,126.8940762,,,,
,,,,,대표장소 숙소,33.284077,126.5659854,,,,
,,,,,렌트카,33.5174719,126.496247,,,,
,,,,,제주연안여객터미널,33.5194782,126.5350065,,,,
,,,,,야자수회관,33.4028716,126.8872183,,,,
,,,,,아리아호텔,33.2558291,126.4156201,,,,
,,,,,제주김만복 서귀포점,33.2326166,126.5067358,,,,
,,,,,국수앤뱃사장회센타,33.3262268,126.8441842,,,,
,,,,,공항,33.5068519,126.4929945,,,,
,,,,,쇠소깍해변,33.2521331,126.6253662,,,,
,,,,,정방폭포,33.2448148,126.5715334,,,,
,,,,,숙소에서 수영,33.37922,126.2505457,,,,
,,,,,제주공항,33.5060328,126.4933269,,,,
,,,,,제주여객선터미널,33.5254245,126.5439468,,,,
,,,,,제주바다마루펜션,33.3164688,126.8374456,,,,
,,,,,리치망고 함덕점,33.5424539,126.669484,,,,
,,,,,제주 바솔트 ,33.5040427,126.5392344,,,,
,,,,,애월여가한옥,33.4228126,126.3437953,,,,
,,,,,장원닭갈비,33.2470553,126.5622414,,,,
,,,,,모구리식당 - 고기,33.4056721,126.8186307,,,,
,,,,,공항,33.5036833,126.4947322,,,,
,,,,,탐라스테이호텔,33.4868943,126.3912511,,,,
,,,,,탑동광장,33.5179865,126.5266809,,,,
,,,,,삼화포구횟집,33.5286583,126.589071,,,,
,,,,,제주공항,33.5006771,126.4927275,,,,
,,,,,제주공항,33.5068707,126.492994,,,,
,,,,,김포공항,37.5586693,126.8003004,,,,
,,,,,동문재래시장,33.5120932,126.526779,,,,
,,,,,코카콜라카페,33.4435778,126.2928112,,,,
,,,,,대포해안주상절리,33.2376899,126.4249862,,,,
,,,,,제주락펜션,33.2315447,126.5062072,,,,
,,,,,삼대국수회관,33.5068133,126.5301044,,,,
,,,,,제주공항,33.5045143,126.4942058,,,,
,,,,,성산항,33.4725853,126.9317859,,,,
,,,,,공항,33.5038625,126.4940411,,,,
,,,,,공항,33.5058764,126.4941503,,,,
,,,,,우도,33.5019051,126.95639,,,,
